Name,Amount
Daren Howe,13.399999999999999
Daren Kertzmann,47.22
Daren Schaefer,15.34
Darian Bayer,17.37
Darian Boyle,30.22
Darian Nader,13.72
Dariana Reichel,45.980000000000004
Dariana Schaden,29.93
Darien Lang,25.31
Darien Schuster,18.87
Dario Cartwright,10.81
Dario Kuvalis,8.67
Darion Herzog,33.480000000000004
Darion Hills,24.62
Darion Legros,22.87
Darion Marvin,22.15
Darion Stamm,23.46
Darion Windler,19.259999999999998
Darius Murphy,27.799999999999997
Darius Skiles,17.25
Darlene Dibbert,19.41
Darlene Kunze,43.39
Darlene Romaguera,23.68
Darlene Stiedemann,14.2
Daron Koss,18.5
Daron Orn,1.37
Daron Schmitt,18.13
Daron Schuster,23.96
Darrel Ebert,32.5
Darrel Hickle,35.07
Darrel Reynolds,21.24
Darrel Tromp,31.5
Darrell Beer,4.53
Darrell Berge,63.34
Darrell Bergnaum,26.759999999999998
Darrell Dietrich,14.8
Darrell Hayes,40.59
Darrell Johnson,26.549999999999997
Darrell Kuhic,16.369999999999997
Darrell Larson,38.75
Darrell Smith,42.75
Darren Lubowitz,21.21
Darrick Baumbach,8.4
Darrick Carter,52.980000000000004
Darrick Fay,37.18
Darrick Langworth,18.119999999999997
Darrick Lowe,31.08
Darrick Robel,14.54
Darrin Kshlerin,32.4
Darrion Batz,70.65
Darrion Funk,42.74
Darrion Rogahn,30.64
Darrion Stamm,26.22
Darron Bernier,18.32
Darron Dach,24.63
Darron Feeney,42.82
Darron Gerhold,23.48
Darron Koss,22.43
Darron Kuhic,23.740000000000002
Darron Paucek,46.42
Darron Raynor,25.18
Darryl Becker,17.95
Darryl Lindgren,64.31
Darryl Mitchell,19.77
Darwin Cassin,50.3
Darwin Cruickshank,36.83
Darwin Spencer,19.029999999999998
Daryl Bauch,50.730000000000004
Daryl Feeney,22.2
Daryl Klocko,45.239999999999995
Daryl Nitzsche,47.6
Dashawn Macejkovic,26.54
Dashawn Wiza,59.39
Dave Gislason,26.51
Dave Hoppe,59.74
Dave Keeling,36.41
Dave Marks,42.42
Dave Simonis,29.02
David Grimes,56.29
David Kuhn,23.66
David Maggio,21.009999999999998
David Volkman,17.58
Davin Bednar,31.92
Davin Franecki,12.95
Davion Collier,8.93
Davion Considine,57.18
Davion Sawayn,9.85
Davion Ward,18.84
Davon Ankunding,26.17
Davon Johnson,12.989999999999998
Davon Schmidt,29.3
Davonte Carter,15.51
Davonte Lockman,29.61
Davonte Marquardt,26.69
Davonte Zieme,32.93
Dawn Harvey,48.510000000000005
Dawson Mills,20.42
Dax Bayer,41.4
Dax DuBuque,25.56
Dayana Cronin,62.64
Dayana Klein,61.82
Dayana Koss,42.34
Dayana Schimmel,39.7
Dayna Mayert,18.990000000000002
Dayna Runte,67.07
Dayne Gutkowski,48.019999999999996
Dayne Macejkovic,33.45
Dayne Rau,36.32
Dayton Kihn,31.299999999999997
Dayton Streich,34.6
Dean Deckow,31.4
Dean Harvey,16.33
Dean Reilly,56.0
Deangelo Mayer,22.6
Deangelo Oberbrunner,3.91
Deanna Dicki,41.99
Deanna Larkin,40.31
Deborah Boehm,32.09
Deborah Ledner,33.33
Declan Anderson,40.58
Declan Borer,13.68
Dedric Cartwright,19.11
Dedric Ebert,10.27
Dedric Hansen,39.269999999999996
Dedrick Hane,52.769999999999996
Dedrick Lowe,54.0
Dedrick Rohan,26.4
Dee Bartell,30.78
Dee Zulauf,21.78
Deion Barrows,60.91
Deion O'Reilly,54.33
Deion Steuber,26.409999999999997
Deja Adams,44.46
Deja Balistreri,27.130000000000003
Deja Barton,44.92
Deja Blick,48.660000000000004
Deja Schumm,27.89
Deja Trantow,22.52
Dejah Kshlerin,29.91
Dejon Kessler,49.4
Dejuan Altenwerth,30.95
Dejuan Brekke,20.9
Dejuan Reynolds,28.77
Delaney Greenfelder,14.18
Delaney Schaden,24.36
Delaney Schaefer,40.739999999999995
Delaney Ullrich,13.35
Delaney Wintheiser,12.23
Delbert Gulgowski,14.559999999999999
Delbert Mueller,19.05
Delbert Russel,23.619999999999997
Delbert Will,15.260000000000002
Delfina Smitham,46.28
Delfina Stiedemann,51.760000000000005
Delia Mante,7.58
Delia Sipes,66.56
Delilah Batz,41.68
Delilah Johnson,12.13
Dell O'Connell,20.540000000000003
Dell Renner,24.33
Dell Senger,50.86
Della Russel,45.78
Delmer Hilpert,51.36
Delmer Kemmer,27.23
Delmer O'Hara,16.18
Delores Haley,17.87
Delores Huel,1.74
Delores Jerde,47.88
Delores Luettgen,19.81
Delpha Walker,27.060000000000002
Delphia D'Amore,42.52
Delphia Maggio,21.96
Delphia Reynolds,7.699999999999999
Delphia Walker,35.57
Delphine Becker,16.89
Delta Heaney,35.37
Delta Walter,33.489999999999995
Demarco Aufderhar,27.71
Demarco Grimes,24.54
Demarco Schowalter,74.59
Demarco Veum,15.61
Demarcus Parisian,4.0
Demario Bruen,30.72
Demario Glover,46.03
Demario Grady,42.23
Demario Howell,18.57
Demario Klocko,27.88
Demario Mohr,40.65
Demario Smitham,19.94
Demetris Brekke,53.980000000000004
Demetris D'Amore,35.94
Demetris Hoppe,22.22
Demond Crist,8.72
Demond Gislason,3.78
Demond Howe,17.72
Demond Lakin,36.22
Demond Waelchi,30.67
Dena Larkin,52.83
Denis Dietrich,27.15
Denis Murray,52.26
Dennis Bradtke,39.12
Dennis Steuber,20.09
Deon Stiedemann,42.07
Deontae Feil,41.7
Deontae Witting,43.11
Deonte Corkery,39.690000000000005
Deonte Hoeger,18.33
Deonte Kiehn,16.32
Deonte Mayert,16.77
Deonte Mraz,3.16
Deonte Schneider,16.46
Deonte Schumm,28.27
Deonte Walter,31.28
Deonte Wunsch,68.12
Deonte Zieme,21.11
Dereck Greenholt,52.31
Dereck Lubowitz,52.32
Derek Corkery,37.08
Derek Krajcik,11.41
Derick Heidenreich,9.11
Derick Murray,29.64
Derick Veum,26.11
Deron Huels,34.68
Deron Jast,30.05
Deron Lindgren,24.57
Deron Schinner,56.66
Deron Wiegand,18.439999999999998
Derrick Johnston,27.6
Derrick Zboncak,30.990000000000002
Deshaun Altenwerth,28.259999999999998
Deshaun Gottlieb,26.61
Deshaun Hickle,49.7
Deshaun Mayer,41.120000000000005
Deshaun Von,29.27
Deshawn Kautzer,23.68
Deshawn Olson,43.38
Desiree Heller,25.3
Desiree Nader,52.54
Desmond Cronin,16.42
Desmond Murazik,22.259999999999998
Dessie Hane,43.07
Dessie King,31.919999999999998
Dessie Lueilwitz,7.97
Dessie Marquardt,7.199999999999999
Destany Nitzsche,38.62
Destin Hegmann,33.42
Destin Herman,29.36
Destin Konopelski,31.580000000000002
Destin Murray,8.42
Destin Stoltenberg,30.78
Destin West,29.24
Destinee Kuhic,33.44
Destinee Reilly,44.3
Destinee Robel,28.73
Destinee Rosenbaum,42.88
Destiney Carter,38.28
Destiney Farrell,57.04
Destiney Gislason,25.229999999999997
Destini Denesik,34.04
Destini Greenfelder,37.42
Destini Grimes,34.34
Destini Huels,20.94
Destini Jast,41.7
Destini Lebsack,27.97
Destini Lesch,27.68
Destini Schoen,24.07
Destiny Bauch,36.35
Destiny Hauck,49.05
Destiny Okuneva,2.09
Destiny Zboncak,17.06
Devan Botsford,47.7
Devan Collins,21.07
Devan Davis,26.57
Devan Larkin,26.67
Devan Schumm,9.55
Devante Bahringer,17.83
Deven Bechtelar,44.33
Deven Dach,25.64
Deven Friesen,58.269999999999996
Deven Morissette,9.02
Devin Dickens,20.04
Devin Lind,57.54
Devin Olson,27.509999999999998
Devon Dickens,19.81
Devon Kuphal,4.36
Devon Littel,41.550000000000004
Devonte Koepp,13.32
Devonte Olson,25.669999999999998
Devyn Dibbert,50.92
Devyn Klocko,13.8
Devyn Nolan,7.46
Dewayne Hegmann,25.34
Dewayne Lemke,61.31
Dewitt Hermann,25.36
Dewitt Howe,55.95
Dewitt Smitham,19.88
Dewitt Stracke,38.23
Dewitt Wolff,11.620000000000001
Dexter Auer,60.93
Diamond Auer,4.21
Diamond Durgan,23.52
Diamond Konopelski,23.57
Diamond Krajcik,30.39
Diana McGlynn,1.94
Diana Stokes,45.2
Diana West,10.379999999999999
Dianna Sawayn,37.08
Dianna Wiza,29.55
Diego Beer,32.96
Diego Collier,17.82
Diego Effertz,64.4
Diego Rosenbaum,41.019999999999996
Diego Towne,30.07
Dillan Haag,23.59
Dillon O'Connell,26.380000000000003
Dillon Olson,31.46
Dina Bahringer,46.66
Dina DuBuque,28.83
Dina Herzog,31.310000000000002
Dina Kemmer,4.24
Dina Kiehn,11.31
Dina Willms,27.82
Dino Lindgren,39.46
Dion DuBuque,22.59
Dion Ernser,15.19
Dion Goodwin,39.19
Dion Hauck,17.939999999999998
Dion Huel,18.43
Dion Legros,27.97
Dion Purdy,35.71
Dion Rutherford,13.48
Dion Schimmel,21.9
Dixie Bins,36.1
Dixie Hyatt,36.45
Dixie Leannon,32.42
Dixie Ondricka,58.02
Dixie Shanahan,32.18
Dixie Zulauf,30.52
Dock Breitenberg,19.07
Dock Dibbert,22.78
Dock Kub,23.01
Dock Kulas,23.63
Dolly Ledner,37.07
Dolly Reynolds,43.4
Dolores Green,43.26
Dolores Hickle,15.64
Dolores Kub,21.88
Dolores Welch,22.79
Domenic Bayer,25.0
Domenic Maggio,22.82
Domenic O'Reilly,50.8
Domenic Oberbrunner,10.2
Domenic Streich,25.87
Domenica Bashirian,58.89
Domenica Collier,32.18
Domenica Kovacek,52.2
Domenica Schuppe,7.75
Domenick Hane,20.63
Domenick Stanton,51.14
Domenick Ward,33.64
Domenico Cummings,36.86
Domenico Davis,33.42
Domenico Mayer,19.89
Domenico Morissette,20.61
Domenico Weber,68.06
Domingo Hermiston,10.4
Domingo Sanford,11.16
Domingo Schaefer,28.950000000000003
Domingo Schroeder,50.22
Domingo Stoltenberg,28.6
Dominic Dickinson,39.93000000000001
Dominique Corkery,30.25
Dominique Krajcik,32.22
Dominique Thiel,30.91
Don Hegmann,34.42
Donald Metz,36.96
Donald Smitham,29.54
Donato Hudson,67.01
Donato Luettgen,30.990000000000002
Donavon Collier,34.39
Donavon Gerlach,21.84
Donavon Harris,30.15
Donavon Schneider,27.29
Donavon Ziemann,27.119999999999997
Donna Bruen,28.950000000000003
Donna Konopelski,16.04
Donnell Green,25.93
Donnell Mertz,57.510000000000005
Donnell O'Connell,36.7
Donnie Gleichner,20.65
Donnie Stamm,17.11
Donnie Streich,30.43
Donnie Tillman,54.03
Donny Bradtke,38.54
Dora Robel,63.28
Dorcas Haag,12.660000000000002
Dorcas Ryan,35.57
Dorcas Torphy,35.51
Dorian Fritsch,11.5
Dorian O'Reilly,31.490000000000002
Dorian Turner,50.97
Dorian Wehner,25.86
Doris Crist,38.3
Doris Fahey,9.41
Doris King,4.29
Dorothea Bergstrom,56.27
Dorothea Mitchell,21.4
Dorothy Ferry,42.81
Dorothy Prohaska,30.18
Dorris Ullrich,44.4
Dortha Rutherford,25.939999999999998
Dorthy Okuneva,21.86
Dorthy Ratke,22.88
Doug Crona,19.29
Doug Kertzmann,36.59
Doug O'Kon,11.71
Doug Olson,49.31
Doug Schulist,33.61
Doug Stark,30.200000000000003
Douglas Lang,38.51
Dovie Howell,45.46
Dovie Sauer,37.85
Drake Donnelly,39.7
Drake Fay,43.21
Drake McLaughlin,37.11
Drew Cormier,20.84
Duane Farrell,32.58
Duane Gislason,24.78
Duane McLaughlin,39.669999999999995
Duane Prosacco,29.28
Duane Weber,24.310000000000002
Dudley Breitenberg,54.24
Dudley Carroll,28.23
Dudley Farrell,9.58
Dudley O'Connell,10.75
Dulce Hermiston,2.17
Dulce Kilback,40.85
Duncan Abbott,20.85
Duncan Gleichner,19.15
Duncan Mayer,30.45
Durward Gulgowski,26.3
Durward Kirlin,37.11
Durward Schowalter,12.64
Dustin Moen,48.92
Dustin Sawayn,52.19
Dusty Osinski,32.980000000000004
Dwight Schaden,14.95
Dylan Ebert,26.07
Dylan Gutkowski,14.52
Dylan Huel,19.9
Dylan Larkin,32.699999999999996
Dylan Turner,36.309999999999995
Earl Berge,29.48
Earl Breitenberg,66.37
Earl Heller,6.609999999999999
Earl Jenkins,34.61
Earlene Cormier,14.8
Earlene Kirlin,8.719999999999999
Earlene Watsica,18.61
Earline Stamm,18.93
Earline Wyman,13.21
Earnest McClure,21.44
Earnest Orn,35.75
Earnest Rohan,27.91
Earnest Zulauf,59.92
Earnestine Fay,34.06
Earnestine Hane,26.27
Earnestine Rogahn,16.34
Earnestine Schiller,4.9
Earnestine Steuber,14.030000000000001
Easter Collier,13.23
Easter Nicolas,43.480000000000004
Easter Reynolds,37.59
Easter Ruecker,56.480000000000004
Easter Runolfsson,24.560000000000002
Easter Stehr,18.98
Easton Bode,32.69
Easton Heathcote,18.910000000000004
Easton McDermott,4.18
Easton Russel,14.440000000000001
Ebba Hamill,3.13
Ebba Langosh,62.58
Ebba Nitzsche,21.4
Ebba Tremblay,24.740000000000002
Ebba Watsica,16.990000000000002
Ebba Wisoky,56.83
Ebony Lynch,42.36
Ebony Miller,15.36
Ebony Nikolaus,89.03999999999999
Ebony Roob,27.17
Ed Carter,39.71
Ed Kreiger,19.2
Ed Mayert,18.2
Ed Nader,34.63
Eda Harris,38.83
Eda Kirlin,23.98
Eda Smith,32.25
Edd Durgan,30.65
Edd Lebsack,34.449999999999996
Edd Marquardt,18.77
Edd Yundt,30.84
Eddie Bogan,15.2
Eden Hackett,13.32
Eden Hermiston,25.48
Eden Kreiger,16.85
Eden Kuhn,41.36
Eden Rice,23.66
Eden Satterfield,19.369999999999997
Edgar Crooks,36.16
Edgar Fay,9.46
Edgar Weber,14.780000000000001
Edgardo Jacobi,34.82
Edison Anderson,6.23
Edison Dach,51.3
Edison Kuphal,27.08
Edison Lowe,27.93
Edison MacGyver,21.63
Edison Walker,18.55
Edmond Hackett,16.48
Edmond Schowalter,7.93
Edmund Bode,51.39
Edmund Hane,44.49
Edmund Labadie,51.49
Edmund Leffler,66.13
Edmund Stroman,56.76
Edna Bruen,17.45
Edna Hodkiewicz,29.02
Edna Huel,36.92
Edna O'Kon,28.11
Eduardo Bogan,28.22
Eduardo Emmerich,19.619999999999997
Eduardo Quitzon,26.67
Eduardo Wolf,57.17
Edward Mitchell,13.879999999999999
Edward Smitham,42.699999999999996
Edward Ullrich,5.67
Edwardo Gutkowski,25.01
Edwardo Kutch,24.04
Edwardo Pacocha,29.68
Edwin Lehner,32.38
Edwin Ruecker,14.78
Edwina Grimes,21.34
Edwina Hilpert,38.29
Edwina Kutch,39.24
Edwina Predovic,51.19
Edyth Beatty,1.76
Edyth Pollich,28.51
Edythe Batz,49.790000000000006
Edythe Beahan,66.89
Edythe Stroman,7.2700000000000005
Edythe Towne,21.63
Edythe Toy,9.47
Edythe Vandervort,54.550000000000004
Effie Glover,24.490000000000002
Effie Kozey,22.86
Efrain Padberg,22.34
Efrain Powlowski,25.759999999999998
Efrain Ruecker,31.94
Efrain Stark,8.16
Efrain Stracke,4.359999999999999
Efrain Wyman,30.12
Efren Schroeder,32.839999999999996
Efren Wehner,72.0
Efren Wolf,47.05
Efren Zemlak,50.69
Eileen Jakubowski,20.34
Eileen Kling,19.47
Eileen Monahan,16.28
Eileen Swaniawski,6.029999999999999
Einar Crist,25.59
Einar Hagenes,47.59
Einar Herzog,9.03
Einar Lueilwitz,37.93
Eino Moore,34.21
Eladio Brekke,18.619999999999997
Eladio Deckow,3.3
Eladio Medhurst,21.73
Elaina Gottlieb,29.150000000000002
Elaina Hirthe,29.18
Elaina Lang,32.17
Elaina Spinka,33.31
Elbert Jast,33.09
Elbert Jones,48.67
Elbert Kautzer,33.82
Elbert Lind,41.07
Elbert Yost,32.739999999999995
Elda Abernathy,12.33
Elda Donnelly,37.66
Elda Hackett,40.61
Elda Kreiger,33.99
Elda Rau,41.14
Elda Simonis,37.08
Eldon Moen,12.94
Eldon Nader,15.51
Eldon Wisozk,22.57
Eldridge Kessler,57.17
Eldridge Mante,50.42
Eldridge Nienow,22.13
Eldridge Rolfson,32.199999999999996
Eleanore Gleason,55.83
Eleanore Leuschke,32.769999999999996
Eleanore Roberts,41.42
Eleazar Keebler,58.47
Eleazar Osinski,42.1
Eleazar Rutherford,21.76
Electa Kub,15.51
Electa Kunze,28.56
Elena Boyle,5.95
Elena Roberts,28.07
Elena Wiegand,47.3
Elenor Altenwerth,24.919999999999998
Elenor Beier,22.22
Elenor Hills,28.77
Elenor King,8.54
Elenor Pagac,35.44
Elenora Feeney,40.16
Eleonore Harris,27.68
Eleonore O'Kon,17.509999999999998
Eleonore Schiller,53.55
Eleonore Wilderman,52.32
Elfrieda Kuvalis,23.09
Elfrieda Mante,40.61
Elfrieda McCullough,54.57
Eli Mertz,61.19
Eli Raynor,41.099999999999994
Eli Weimann,28.64
Elian Conroy,42.0
Elian Lubowitz,68.47
Elian Price,30.51
Eliane Douglas,44.58
Eliane Klocko,15.14
Eliane Pouros,7.470000000000001
Eliane Runolfsdottir,27.549999999999997
Eliane Spinka,28.1
Elias Dietrich,33.480000000000004
Elias Labadie,35.95
Elias Padberg,37.870000000000005
Elias Reinger,11.979999999999999
Elias Wuckert,22.939999999999998
Eliezer Gibson,15.21
Elijah Heaney,21.3
Elinor Ankunding,27.81
Elinor Beahan,47.16
Elinor Bernier,25.01
Elinor Mayert,10.33
Elinor Reilly,39.519999999999996
Elinor Streich,25.28
Elinore Buckridge,24.7
Elinore D'Amore,31.81
Elinore Keeling,32.31
Elinore Renner,19.950000000000003
Elinore Rutherford,41.29
Elisa Hoeger,31.46
Elisa Kovacek,10.84
Elisa Lind,61.48
Elisa Murphy,29.37
Elisabeth Larson,37.15
Elisabeth Terry,38.28
Elise Bahringer,37.370000000000005
Elise O'Reilly,24.78
Elise Powlowski,18.67
Elise Schuppe,18.52
Elise Schuster,52.09
Eliseo Homenick,16.57
Eliseo Mills,8.48
Elisha Bashirian,17.48
Elisha Fahey,21.58
Elisha Kohler,13.7
Elissa Monahan,30.89
Elissa Orn,32.38
Elissa VonRueden,33.36
Eliza Cassin,25.61
Eliza Mueller,31.380000000000003
Elizabeth Sporer,33.58
Elizabeth Strosin,21.93
Elizabeth Witting,23.96
Ella Bergnaum,56.99
Ella Goyette,32.03
Ella Hoeger,29.52
Ella Jacobi,11.950000000000001
Ella Kris,21.08
Ella Lubowitz,74.85
Ella Ritchie,5.68
Ella Wiza,39.17
Ellen Bins,42.42
Ellen Brown,47.800000000000004
Ellen Lesch,32.97
Ellen Weissnat,78.95
Ellie Daniel,24.6
Ellie Stokes,11.8
Elliot Bergstrom,20.16
Elliot Blick,16.58
Elliot Botsford,33.47
Elliot Grady,8.96
Elliot Lockman,42.769999999999996
Elliot Ratke,10.39
Elliot Sawayn,17.72
Elliot Schmeler,34.57
Elliott Haley,30.619999999999997
Elliott Hoeger,5.73
Elliott Klocko,18.4
Elliott Predovic,23.14
Ellis Marquardt,44.129999999999995
Ellis Schamberger,17.23
Ellis Shanahan,27.12
Ellsworth Conn,59.97
Ellsworth Pfeffer,27.0
Ellsworth Schumm,16.04
Ellsworth Stiedemann,1.81
Elmer Bechtelar,12.799999999999999
Elmer Jacobs,18.56
Elmer Morissette,8.66
Elmer Parker,26.150000000000002
Elmer Powlowski,43.9
Elmer Will,26.380000000000003
Elmira Connelly,13.13
Elmira Fay,24.380000000000003
Elmira Rogahn,39.589999999999996
Elmo Berge,7.609999999999999
Elmo Goyette,37.76
Elmore Kreiger,18.03
Elmore Kuhlman,29.060000000000002
Elmore Lebsack,26.22
Elmore Paucek,38.59
Elna Pagac,45.76
Elnora Durgan,52.33
Elnora Kovacek,24.44
Elody Rodriguez,21.919999999999998
Eloisa Rogahn,24.95
Eloisa Schaden,98.12
Eloise Anderson,24.06
Eloise Barton,60.35
Eloise Tillman,24.31
Elouise Funk,39.37
Elouise Graham,23.0
Elouise Jacobs,25.0
Elouise Rippin,30.44
Elouise Roberts,11.82
Eloy Champlin,51.519999999999996
Elroy Halvorson,30.84
Elroy Krajcik,79.95
Elroy Kutch,69.3
Elroy Prosacco,34.74
Elroy Reichel,27.42
Elroy Schiller,31.21
Elroy Spinka,25.119999999999997
Elroy Stark,32.300000000000004
Elroy Streich,35.52
Elsa Carroll,13.31
Elsa Goyette,45.78
Elsa Okuneva,34.28
Elsa Prohaska,15.85
Else Rice,16.71
Elsie Barton,21.34
Elsie Bayer,29.61
Elsie Bednar,37.63
Elsie Huel,25.229999999999997
Elsie Koch,13.719999999999999
Elsie Runolfsson,26.55
Elsie Schmeler,40.57
Elta Baumbach,16.32
Elta Haag,33.94
Elta Halvorson,44.08
Elton Mertz,48.62
Elton Moen,8.39
Elton Prosacco,22.0
Elton Reichel,64.39
Elton Rohan,38.11
Elton Schaefer,18.98
Elton Williamson,28.29
Elva Ferry,43.4
Elva Johnson,6.75
Elva Turner,30.299999999999997
Elva Walker,32.629999999999995
Elva West,54.089999999999996
Elvera Gulgowski,22.27
Elvera Mitchell,11.59
Elvera Renner,62.160000000000004
Elvie Gaylord,43.15
Elvie Hessel,6.57
Elvie O'Hara,8.88
Elvie Robel,43.64
Elvis Brown,36.9
Elvis Dickinson,50.519999999999996
Elvis Moore,37.33
Elvis Pagac,27.22
Elvis Tillman,21.03
Elvis Wintheiser,10.39
Elvis Wolf,44.120000000000005
Elwin Howell,49.730000000000004
Elwin Miller,55.14
Elwyn Bradtke,76.66
Elwyn Hamill,15.110000000000001
Elwyn Kiehn,43.03
Elyse Simonis,19.96
Elyse Wiegand,14.4
Elyssa Kunze,6.57
Elyssa Murazik,9.87
Elyssa Ruecker,46.15
Elyssa Schinner,17.82
Emanuel Hyatt,24.45
Emelia Herman,44.480000000000004
Emelia Schneider,29.55
Emelia Stanton,29.439999999999998
Emelie Aufderhar,24.1
Emelie Stark,7.33
Emely Blick,26.44
Emely Corkery,51.9
Emely Hane,43.54
Emely Jerde,20.58
Emely Schroeder,42.75
Emely Turner,37.79
Emerald Bednar,26.17
Emerald Huels,63.21
Emerald Keeling,40.67
Emerald Kerluke,50.81
Emerald Klocko,43.86
Emerald Rau,21.53
Emerald Swaniawski,31.799999999999997
Emerson Anderson,51.43
Emerson Emard,35.739999999999995
Emerson Herzog,32.18
Emerson Ratke,25.270000000000003
Emery Hoeger,36.19
Emery Thompson,34.35
Emery Weissnat,18.869999999999997
Emery White,19.43
Emie Ledner,22.91
Emie Thiel,35.56
Emil Kuhlman,7.39
Emil Zemlak,37.77
Emilia Jacobs,42.67
Emilia Kunze,18.92
Emilia O'Kon,22.62
Emilia Purdy,24.689999999999998
Emilia Ryan,19.95
Emilia Swaniawski,41.18000000000001
Emiliano Ratke,12.530000000000001
Emilie Green,31.860000000000003
Emilie Keebler,23.659999999999997
Emilie Koss,23.42
Emilie Wilkinson,25.0
Emilio Barton,34.480000000000004
Emilio Langworth,64.39
Emilio Romaguera,19.42
Emilio Ruecker,22.189999999999998
Emily Kertzmann,44.010000000000005
Emily Kutch,34.18
Emily Rolfson,21.46
Emma Adams,37.79
Emma Feeney,10.620000000000001
Emma Franecki,60.839999999999996
Emma Luettgen,16.240000000000002
Emma Schmitt,42.230000000000004
Emma Spencer,41.44
Emma Torp,13.27
Emma Veum,30.96
Emmalee Hills,46.49
Emmalee Rau,11.61
Emmalee Sporer,14.52
Emmalee Stracke,25.46
Emmalee Swaniawski,28.87
Emmanuel Harvey,7.56
Emmanuel Kulas,18.3
Emmanuel Kuphal,30.93
Emmanuel Orn,41.72
Emmanuel Ortiz,63.15
Emmanuel Quigley,20.85
Emmanuel Spinka,23.11
Emmanuelle Harber,39.0
Emmanuelle Lueilwitz,30.32
Emmanuelle Maggio,28.46
Emmet Dickens,40.17
Emmet O'Kon,22.11
Emmet Reinger,7.640000000000001
Emmet Schroeder,37.53
Emmet Wehner,37.7
Emmett Runte,28.44
Emmie Green,16.23
Emmie Metz,53.93
Emmie Sipes,26.21
Emmie Walsh,20.72
Emmitt Bergstrom,22.25
Emmitt Champlin,10.78
Emmitt Jaskolski,7.26
Emmitt Klocko,53.46
Emmitt Ondricka,48.06
Emmitt Schimmel,38.76
Emmitt Weber,32.44
Emmy Brekke,62.77
Emmy Cormier,85.33
Emory Gleichner,41.96
Emory Heidenreich,15.169999999999998
Emory Monahan,27.380000000000003
Emory Rippin,18.78
Emory Runolfsdottir,32.67
Emory Schimmel,68.07
Emory Schroeder,46.050000000000004
Ena Collins,63.14
Ena Russel,18.79
Ena Smith,28.18
Ena Torphy,5.7
Enid Upton,40.730000000000004
Enoch Denesik,25.06
Enoch Rohan,16.71
Enoch Schumm,61.05
Enola Leffler,28.98
Enola Russel,28.0
Enos Cummerata,32.39
Enos Halvorson,39.29
Enos Kertzmann,20.08
Enos Spinka,38.489999999999995
Enrico Jakubowski,14.72
Enrico Marvin,11.27
Enrico O'Hara,36.99
Enrico Ryan,62.36
Enrique Johnston,10.43
Enrique Mante,28.53
Enrique Nitzsche,26.5
Enrique Okuneva,14.93
Ephraim Robel,25.82
Ephraim Wilkinson,27.57
Era Crist,28.11
Era Mann,59.29
Era Murphy,10.85
Eriberto Brekke,22.34
Eriberto Feil,31.06
Eric Ebert,37.09
Eric Oberbrunner,14.17
Eric Weimann,46.53
Erica Hayes,10.58
Erica Herzog,30.98
Erica Ondricka,15.84
Erica Renner,20.59
Erica Walter,33.18
Erich Cremin,33.730000000000004
Erich Gusikowski,21.86
Erick DuBuque,26.66
Erick Fay,27.62
Erick Gerlach,1.49
Erick Hills,59.230000000000004
Erick VonRueden,22.58
Erick Zieme,39.86
Ericka Bernhard,30.799999999999997
Ericka Goldner,59.2
Ericka Hegmann,20.78
Ericka Turcotte,9.620000000000001
Ericka Watsica,5.34
Ericka Zieme,7.41
Erik Reichert,44.75
Erika Funk,12.559999999999999
Erika Gulgowski,33.93
Erika Lebsack,18.990000000000002
Erika Murazik,43.650000000000006
Erika O'Conner,17.4
Erika Runte,24.55
Erin Friesen,17.07
Erin Hilpert,21.5
Erin Lebsack,66.78999999999999
Erling Beier,52.45
Erling Hilll,16.669999999999998
Erling Kassulke,32.56
Erling Terry,10.8
Erna Connelly,43.269999999999996
Erna Jones,44.760000000000005
Ernest Rolfson,43.42
Ernestine Mueller,37.97
Ernestine Rutherford,41.82
Ernestine Skiles,15.600000000000001
Ernesto Jacobi,23.61
Ernesto Krajcik,21.45
Ernesto Kub,23.59
Ernesto White,11.4
Ernie Carroll,41.55
Ernie Kuvalis,23.189999999999998
Ernie Sipes,29.27
Ervin Cummings,14.9
Ervin Schiller,40.86
Ervin Witting,26.32
Erwin Konopelski,34.19
Erwin Kozey,14.77
Erwin Steuber,13.55
Eryn Hegmann,62.400000000000006
Eryn Rogahn,20.39
Eryn Schimmel,37.96
Eryn Streich,2.82
Esmeralda Berge,23.66
Esperanza Ernser,9.149999999999999
Esperanza Hayes,2.95
Esperanza Pacocha,32.089999999999996
Esta Christiansen,14.16
Esta Hilpert,8.26
Esta Kuvalis,28.55
Esta Miller,36.11
Esta Raynor,31.89
Esta Thompson,14.26
Esteban Gorczany,22.11
Esteban Gulgowski,20.619999999999997
Esteban Labadie,35.23
Esteban Stanton,27.310000000000002
Esteban Wilkinson,26.33
Estefania Bradtke,13.52
Estefania Franecki,12.93
Estefania Mraz,7.41
Estefania Swaniawski,41.1
Estel Hills,33.91
Estel Hintz,34.5
Estel Monahan,39.13
Estell Auer,25.08
Estell Herman,26.31
Estell Raynor,6.38
Estell Schulist,17.759999999999998
Estella Buckridge,31.709999999999997
Estella Corkery,32.129999999999995
Estella Kautzer,38.21
Estella Torphy,31.689999999999998
Estella Ward,31.42
Estelle Lueilwitz,1.66
Estevan Armstrong,47.230000000000004
Estevan Beatty,9.129999999999999
Estevan Grimes,13.91
Estevan Haag,17.52
Estevan Hilll,30.28
Estevan McDermott,33.160000000000004
